ticket_id,company_id,created_date,resolved_date,priority,category,description,satisfaction_score
TKT-000915,COMP-0194,08-26-2024,09-01-2024,high,onboarding,Template setup assistance needed,4
TKT-000916,COMP-0194,03-13-2025,03-23-2025,high,onboarding,Best practices documentation request,
TKT-000917,COMP-0194,09-02-2024,09-05-2024,medium,feature_request,Need better reporting filters,4
TKT-000918,COMP-0194,11-25-2024,12-08-2024,low,billing,Billing cycle change request,
TKT-000919,COMP-0194,12-24-2024,01-01-2025,high,billing,,2
TKT-000920,COMP-0195,03-06-2024,,low,account,Change primary admin contact,4
TKT-000921,COMP-0195,06-24-2025,06-28-2025,high,billing,Invoice discrepancy for last month,5
TKT-000922,COMP-0195,01-25-2024,01-27-2024,medium,onboarding,Migration assistance from competitor tool,1
TKT-000923,COMP-0195,07-28-2024,07-29-2024,medium,feature_request,Custom workflow automation rules,3
TKT-000924,COMP-0195,03-22-2025,03-31-2025,medium,feature_request,Need better reporting filters,3
TKT-000925,COMP-0195,04-15-2024,04-26-2024,low,feature_request,Need better reporting filters,
TKT-000926,COMP-0196,04-17-2025,04-27-2025,high,account,Change primary admin contact,3
TKT-000927,COMP-0196,05-07-2024,,medium,account,Account permissions not working correctly,
TKT-000928,COMP-0196,02-02-2025,02-14-2025,medium,technical,Application loading slowly for our team,5
TKT-000929,COMP-0196,10-31-2024,11-09-2024,medium,bug_report,Notifications arriving late,3
TKT-000930,COMP-0196,05-31-2025,,critical,billing,Requesting refund for unused period,2
TKT-000931,COMP-0196,06-24-2025,06-25-2025,medium,feature_request,Would like bulk import from Excel,3
TKT-000932,COMP-0196,07-20-2024,07-28-2024,medium,onboarding,Migration assistance from competitor tool,
TKT-000933,COMP-0197,05-08-2025,05-09-2025,high,billing,Need to update payment method on file,1
TKT-000934,COMP-0197,04-07-2025,04-19-2025,high,bug_report,Drag and drop not working in Chrome,5
TKT-000935,COMP-0197,11-25-2024,11-30-2024,medium,feature_request,Custom workflow automation rules,3
TKT-000936,COMP-0197,03-03-2024,03-08-2024,LOW,bug_report,Notifications arriving late,4
TKT-000937,COMP-0197,10-27-2024,,medium,technical,Webhook deliveries failing,3
TKT-000938,COMP-0197,06-06-2024,06-19-2024,high,billing,Requesting refund for unused period,4
TKT-000939,COMP-0197,02-01-2025,02-12-2025,high,technical,Integration with Slack is not syncing,
TKT-000940,COMP-0198,12-09-2024,12-13-2024,medium,technical,API rate limit being hit unexpectedly,5
TKT-000941,COMP-0198,09-25-2024,10-01-2024,medium,account,Need to merge duplicate accounts,2
TKT-000942,COMP-0198,03-20-2024,04-01-2024,medium,onboarding,Training session request for team,3
TKT-000943,COMP-0198,04-07-2024,04-17-2024,high,billing,Tax exemption certificate submission,3
TKT-000944,COMP-0198,06-25-2025,06-30-2025,medium,feature_request,Requesting custom field types,2
TKT-000945,COMP-0198,07-09-2024,07-12-2024,high,bug_report,Search returning incorrect results,1
TKT-000946,COMP-0198,04-26-2025,05-05-2025,low,billing,Need to update payment method on file,
TKT-000947,COMP-0199,03-01-2025,03-13-2025,high,billing,Invoice discrepancy for last month,4
TKT-000948,COMP-0200,05-29-2025,05-30-2025,medium,bug_report,Attachment upload fails over 10 MB,4
TKT-000949,COMP-0200,01-14-2024,01-17-2024,low,technical,Integration with Slack is not syncing,
TKT-000950,COMP-0200,11-06-2024,11-14-2024,medium,billing,,4
TKT-000951,COMP-0200,08-26-2024,09-01-2024,high,billing,Charges not matching the quoted price,4
TKT-000952,COMP-0200,05-07-2024,05-21-2024,medium,technical,Error 500 when accessing the dashboard,4
TKT-000953,COMP-0201,08-16-2024,08-27-2024,low,bug_report,Notifications arriving late,2
TKT-000954,COMP-0201,07-10-2024,07-12-2024,high,bug_report,Attachment upload fails over 10 MB,3
TKT-000955,COMP-0201,11-15-2024,11-19-2024,medium,bug_report,Formatting lost when pasting from Word,5
TKT-000956,COMP-0201,09-12-2024,09-14-2024,low,technical,Data export timing out for large datasets,4
TKT-000957,COMP-0202,07-05-2024,07-15-2024,critical,bug_report,Drag and drop not working in Chrome,5
TKT-000958,COMP-0202,05-06-2025,,medium,billing,Billing cycle change request,
TKT-000959,COMP-0202,11-05-2024,11-15-2024,low,bug_report,Calendar sync showing wrong timezone,2
TKT-000960,COMP-0203,02-19-2024,02-23-2024,critical,onboarding,Migration assistance from competitor tool,4
TKT-000961,COMP-0203,01-24-2025,02-02-2025,critical,technical,Application loading slowly for our team,
TKT-000962,COMP-0203,08-21-2024,09-02-2024,critical,bug_report,Search returning incorrect results,4
TKT-000963,COMP-0204,09-28-2024,10-10-2024,low,bug_report,,
TKT-000964,COMP-0204,09-26-2024,10-02-2024,low,feature_request,Custom workflow automation rules,
TKT-000965,COMP-0204,10-29-2024,10-31-2024,high,billing,,4
TKT-000966,COMP-0204,01-19-2024,02-01-2024,low,technical,Application loading slowly for our team,4
TKT-000967,COMP-0204,04-02-2024,04-09-2024,medium,bug_report,Notifications arriving late,3
TKT-000968,COMP-0204,02-08-2024,02-11-2024,low,onboarding,Template setup assistance needed,
TKT-000969,COMP-0205,12-03-2024,12-11-2024,medium,technical,Data export timing out for large datasets,4
TKT-000970,COMP-0205,02-08-2025,02-18-2025,HIGH,bug_report,Search returning incorrect results,4
TKT-000971,COMP-0205,03-18-2025,03-23-2025,high,account,Change primary admin contact,3
TKT-000972,COMP-0205,04-25-2025,05-09-2025,low,feature_request,Need Gantt chart view for projects,1
TKT-000973,COMP-0205,01-09-2025,01-23-2025,critical,onboarding,Migration assistance from competitor tool,3
TKT-000974,COMP-0206,01-22-2025,01-29-2025,medium,onboarding,Migration assistance from competitor tool,5
TKT-000975,COMP-0206,11-21-2024,12-02-2024,low,feature_request,Requesting custom field types,4
TKT-000976,COMP-0206,09-03-2024,09-12-2024,medium,onboarding,Training session request for team,5
TKT-000977,COMP-0206,07-14-2024,07-27-2024,medium,bug_report,Search returning incorrect results,
TKT-000978,COMP-0207,05-01-2024,05-14-2024,medium,technical,Webhook deliveries failing,1
TKT-000979,COMP-0207,05-26-2024,06-03-2024,low,onboarding,Migration assistance from competitor tool,2
TKT-000980,COMP-0207,08-22-2024,09-01-2024,low,feature_request,Requesting custom field types,2
TKT-000981,COMP-0207,01-24-2024,02-05-2024,critical,feature_request,Custom workflow automation rules,
TKT-000982,COMP-0207,04-16-2024,04-25-2024,high,feature_request,,1
TKT-000983,COMP-0207,04-26-2024,05-01-2024,low,technical,,1
TKT-000984,COMP-0207,01-11-2024,01-25-2024,critical,account,Need to merge duplicate accounts,
TKT-000985,COMP-0207,06-23-2024,06-30-2024,high,billing,Requesting refund for unused period,2
TKT-000986,COMP-0207,08-13-2024,08-25-2024,critical,feature_request,Custom workflow automation rules,2
TKT-000987,COMP-0207,03-23-2024,04-03-2024,critical,account,Account permissions not working correctly,4
TKT-000988,COMP-0208,03-01-2025,03-14-2025,medium,onboarding,Template setup assistance needed,4
TKT-000989,COMP-0209,02-23-2024,02-24-2024,high,feature_request,,
TKT-000990,COMP-0209,03-24-2024,,medium,feature_request,Need Gantt chart view for projects,3
TKT-000991,COMP-0209,05-01-2025,05-04-2025,LOW,feature_request,Need better reporting filters,4
TKT-000992,COMP-0209,06-26-2024,07-08-2024,high,onboarding,Best practices documentation request,
TKT-000993,COMP-0210,04-22-2025,05-05-2025,medium,feature_request,Custom workflow automation rules,4
TKT-000994,COMP-0210,01-24-2025,02-07-2025,high,technical,API rate limit being hit unexpectedly,4
TKT-000995,COMP-0210,11-07-2024,11-10-2024,low,feature_request,Need Gantt chart view for projects,1
TKT-000996,COMP-0211,09-05-2024,09-08-2024,high,feature_request,Custom workflow automation rules,4
TKT-000997,COMP-0212,11-04-2024,11-14-2024,high,technical,Webhook deliveries failing,
TKT-000998,COMP-0212,01-19-2025,01-20-2025,CRITICAL,billing,Need to update payment method on file,1
TKT-000999,COMP-0212,10-18-2024,10-20-2024,high,onboarding,Best practices documentation request,3
TKT-001000,COMP-0212,10-16-2024,10-23-2024,medium,bug_report,Notifications arriving late,4
TKT-001001,COMP-0212,02-09-2024,02-19-2024,critical,account,Need to merge duplicate accounts,3
TKT-001002,COMP-0212,01-22-2025,01-27-2025,medium,feature_request,Need Gantt chart view for projects,3
TKT-001003,COMP-0212,03-17-2024,03-23-2024,medium,account,Account permissions not working correctly,3
TKT-001004,COMP-0213,06-20-2024,06-30-2024,medium,billing,Billing cycle change request,5
TKT-001005,COMP-0213,12-28-2024,01-05-2025,medium,billing,Tax exemption certificate submission,1
TKT-001006,COMP-0214,01-03-2025,,low,bug_report,Drag and drop not working in Chrome,4
TKT-001007,COMP-0214,04-02-2024,04-10-2024,HIGH,feature_request,Would like bulk import from Excel,4
TKT-001008,COMP-0214,06-09-2025,06-23-2025,medium,technical,SSO login failing intermittently,4
TKT-001009,COMP-0214,05-25-2025,,medium,bug_report,Formatting lost when pasting from Word,5
TKT-001010,COMP-0214,11-29-2024,,critical,technical,API rate limit being hit unexpectedly,
TKT-001011,COMP-0214,01-21-2024,02-03-2024,low,bug_report,Attachment upload fails over 10 MB,2
TKT-001012,COMP-0214,04-08-2024,04-12-2024,low,feature_request,Requesting custom field types,
TKT-001013,COMP-0215,12-18-2024,12-27-2024,medium,bug_report,Notifications arriving late,4
TKT-001014,COMP-0215,07-11-2024,07-21-2024,high,onboarding,Need help setting up first project,
TKT-001015,COMP-0215,11-23-2024,11-30-2024,high,feature_request,,1
TKT-001016,COMP-0215,05-15-2024,05-27-2024,medium,billing,Charges not matching the quoted price,2
TKT-001017,COMP-0215,01-06-2025,,low,bug_report,Notifications arriving late,4
TKT-001018,COMP-0215,04-28-2024,05-08-2024,low,feature_request,,3
TKT-001019,COMP-0215,03-07-2024,03-09-2024,medium,technical,API rate limit being hit unexpectedly,3
TKT-001020,COMP-0215,11-16-2024,11-30-2024,critical,technical,Mobile app crashing on iOS 17,
TKT-001021,COMP-0215,07-31-2024,08-05-2024,medium,billing,Billing cycle change request,3
TKT-001022,COMP-0215,10-14-2024,10-27-2024,critical,onboarding,Template setup assistance needed,2
TKT-001023,COMP-0215,08-15-2024,08-28-2024,high,billing,Need to update payment method on file,2
TKT-001024,COMP-0215,04-11-2024,04-19-2024,high,billing,Need to update payment method on file,2
TKT-001025,COMP-0216,03-17-2025,03-31-2025,medium,onboarding,Need help setting up first project,5
TKT-001026,COMP-0216,07-11-2024,07-15-2024,critical,bug_report,Formatting lost when pasting from Word,4
TKT-001027,COMP-0216,04-05-2025,04-07-2025,medium,onboarding,Training session request for team,
TKT-001028,COMP-0216,01-05-2024,01-17-2024,MEDIUM,billing,Need to update payment method on file,
TKT-001029,COMP-0216,05-04-2024,05-18-2024,medium,account,,3
TKT-001030,COMP-0216,10-31-2024,11-13-2024,low,onboarding,Training session request for team,4
TKT-001031,COMP-0216,10-20-2024,10-23-2024,medium,account,Account permissions not working correctly,3
TKT-001032,COMP-0217,12-17-2024,12-20-2024,medium,bug_report,Formatting lost when pasting from Word,
TKT-001033,COMP-0217,05-18-2025,05-23-2025,medium,technical,Application loading slowly for our team,4
TKT-001034,COMP-0217,01-10-2025,01-13-2025,medium,account,Remove former employee access,4
TKT-001035,COMP-0218,04-12-2025,04-18-2025,low,technical,,4
TKT-001036,COMP-0218,08-20-2024,08-29-2024,HIGH,feature_request,Need Gantt chart view for projects,4
TKT-001037,COMP-0218,09-23-2024,09-25-2024,low,account,Remove former employee access,4
TKT-001038,COMP-0219,06-27-2024,06-28-2024,high,account,Remove former employee access,5
TKT-001039,COMP-0219,06-11-2024,06-19-2024,medium,feature_request,Would like bulk import from Excel,3
TKT-001040,COMP-0219,11-04-2024,11-13-2024,medium,onboarding,Best practices documentation request,
TKT-001041,COMP-0220,02-28-2024,03-02-2024,medium,billing,Charges not matching the quoted price,
TKT-001042,COMP-0220,01-10-2024,01-11-2024,high,account,Need to merge duplicate accounts,1
TKT-001043,COMP-0220,02-06-2024,02-09-2024,high,bug_report,,2
TKT-001044,COMP-0220,02-21-2024,02-22-2024,critical,technical,Application loading slowly for our team,3
TKT-001045,COMP-0220,02-15-2024,02-28-2024,high,billing,Tax exemption certificate submission,3
TKT-001046,COMP-0220,02-19-2024,03-01-2024,critical,account,Remove former employee access,1
TKT-001047,COMP-0220,02-14-2024,02-16-2024,medium,technical,Data export timing out for large datasets,2
TKT-001048,COMP-0220,03-03-2024,03-16-2024,medium,onboarding,Best practices documentation request,4
TKT-001049,COMP-0221,07-26-2024,07-30-2024,low,billing,Billing cycle change request,5
TKT-001050,COMP-0221,05-14-2025,05-18-2025,low,billing,Requesting refund for unused period,4
TKT-001051,COMP-0222,08-16-2024,08-24-2024,critical,account,Need to merge duplicate accounts,1
TKT-001052,COMP-0222,10-28-2024,11-07-2024,low,bug_report,Attachment upload fails over 10 MB,5
TKT-001053,COMP-0222,05-24-2024,06-05-2024,medium,onboarding,Migration assistance from competitor tool,4
TKT-001054,COMP-0222,07-25-2024,07-27-2024,critical,account,Remove former employee access,3
TKT-001055,COMP-0222,03-02-2024,03-05-2024,high,feature_request,Would like bulk import from Excel,3
TKT-001056,COMP-0222,01-27-2024,01-31-2024,high,feature_request,,4
TKT-001057,COMP-0223,09-20-2024,10-01-2024,medium,account,,4
TKT-001058,COMP-0223,03-17-2025,03-30-2025,medium,bug_report,Attachment upload fails over 10 MB,4
TKT-001059,COMP-0224,02-10-2024,02-14-2024,critical,feature_request,Need better reporting filters,3
TKT-001060,COMP-0225,04-17-2024,04-26-2024,high,bug_report,Calendar sync showing wrong timezone,4
TKT-001061,COMP-0225,12-30-2024,01-06-2025,critical,feature_request,Requesting custom field types,3
TKT-001062,COMP-0225,10-10-2024,10-24-2024,critical,feature_request,,5
TKT-001063,COMP-0225,05-21-2024,05-30-2024,critical,account,Account permissions not working correctly,4
TKT-001064,COMP-0225,04-17-2024,04-23-2024,high,technical,API rate limit being hit unexpectedly,
TKT-001065,COMP-0225,02-27-2024,02-29-2024,high,feature_request,Dark mode support requested,2
TKT-001066,COMP-0225,01-09-2025,01-11-2025,high,onboarding,Need help setting up first project,
TKT-001067,COMP-0225,01-29-2025,01-30-2025,high,onboarding,Best practices documentation request,1
TKT-001068,COMP-0225,01-11-2025,01-25-2025,medium,billing,Invoice discrepancy for last month,4
TKT-001069,COMP-0225,01-13-2025,01-26-2025,low,billing,Charges not matching the quoted price,1
TKT-001070,COMP-0225,01-26-2025,02-08-2025,high,feature_request,,2
TKT-001071,COMP-0226,02-09-2025,02-13-2025,low,billing,Billing cycle change request,
TKT-001072,COMP-0226,08-31-2024,09-10-2024,medium,feature_request,,
TKT-001073,COMP-0226,11-03-2024,11-04-2024,low,technical,Application loading slowly for our team,
TKT-001074,COMP-0226,03-22-2025,03-27-2025,medium,billing,Tax exemption certificate submission,
TKT-001075,COMP-0226,02-22-2025,03-03-2025,medium,bug_report,Formatting lost when pasting from Word,3
TKT-001076,COMP-0226,08-11-2024,,high,bug_report,Attachment upload fails over 10 MB,2
TKT-001077,COMP-0226,08-26-2024,08-27-2024,low,billing,Charges not matching the quoted price,5
TKT-001078,COMP-0227,11-15-2024,11-28-2024,medium,bug_report,Drag and drop not working in Chrome,3
TKT-001079,COMP-0228,03-24-2025,04-03-2025,low,onboarding,Template setup assistance needed,3
TKT-001080,COMP-0228,01-19-2025,01-29-2025,medium,bug_report,Search returning incorrect results,2
TKT-001081,COMP-0228,04-06-2025,04-09-2025,high,billing,Need to update payment method on file,1
TKT-001082,COMP-0229,09-02-2024,09-03-2024,medium,bug_report,Formatting lost when pasting from Word,
TKT-001083,COMP-0229,04-24-2024,,critical,technical,Data export timing out for large datasets,3
TKT-001084,COMP-0229,11-18-2024,12-01-2024,medium,technical,Application loading slowly for our team,
TKT-001085,COMP-0229,04-15-2025,04-21-2025,low,onboarding,Need help setting up first project,4
TKT-001086,COMP-0229,08-13-2024,08-26-2024,high,account,Change primary admin contact,1
TKT-001087,COMP-0230,11-15-2024,11-24-2024,critical,billing,Requesting refund for unused period,4
TKT-001088,COMP-0230,08-22-2024,08-24-2024,medium,technical,Integration with Slack is not syncing,5
TKT-001089,COMP-0231,01-05-2024,01-19-2024,medium,account,Remove former employee access,2
TKT-001090,COMP-0231,04-22-2025,05-04-2025,medium,onboarding,Migration assistance from competitor tool,4
TKT-001091,COMP-0231,05-13-2024,05-23-2024,medium,billing,Charges not matching the quoted price,4
TKT-001092,COMP-0231,06-05-2024,06-11-2024,medium,billing,Charges not matching the quoted price,
TKT-001093,COMP-0232,01-25-2025,02-03-2025,MEDIUM,billing,,2
TKT-001094,COMP-0232,05-04-2025,05-09-2025,low,bug_report,Attachment upload fails over 10 MB,4
TKT-001095,COMP-0232,05-02-2025,05-13-2025,low,technical,Data export timing out for large datasets,4
TKT-001096,COMP-0232,10-12-2024,10-26-2024,critical,account,Add new team member to account,3
TKT-001097,COMP-0233,06-23-2025,06-30-2025,medium,account,Remove former employee access,2
TKT-001098,COMP-0233,01-20-2024,01-22-2024,low,technical,Webhook deliveries failing,3
TKT-001099,COMP-0234,01-24-2025,01-29-2025,high,bug_report,Search returning incorrect results,3
TKT-001100,COMP-0234,01-20-2025,01-23-2025,medium,feature_request,Custom workflow automation rules,
TKT-001101,COMP-0234,01-12-2024,01-23-2024,high,technical,Application loading slowly for our team,2
TKT-001102,COMP-0234,10-31-2024,11-03-2024,medium,feature_request,Dark mode support requested,2
TKT-001103,COMP-0235,04-09-2025,04-16-2025,medium,onboarding,Need help setting up first project,3
TKT-001104,COMP-0235,12-21-2024,01-02-2025,low,bug_report,Search returning incorrect results,4
TKT-001105,COMP-0235,08-28-2024,09-01-2024,low,bug_report,Calendar sync showing wrong timezone,4
TKT-001106,COMP-0235,06-03-2024,06-16-2024,low,bug_report,,
TKT-001107,COMP-0235,11-05-2024,11-17-2024,critical,feature_request,Need Gantt chart view for projects,
TKT-001108,COMP-0235,08-28-2024,,high,onboarding,Best practices documentation request,4
TKT-001109,COMP-0235,11-21-2024,11-27-2024,low,onboarding,Template setup assistance needed,4
TKT-001110,COMP-0235,03-30-2024,04-10-2024,low,feature_request,Need Gantt chart view for projects,4
TKT-001111,COMP-0235,01-18-2025,01-25-2025,high,bug_report,Formatting lost when pasting from Word,4
TKT-001112,COMP-0235,07-17-2024,07-29-2024,high,onboarding,Migration assistance from competitor tool,4
TKT-001113,COMP-0236,04-09-2025,,medium,technical,Mobile app crashing on iOS 17,1
TKT-001114,COMP-0236,08-07-2024,,medium,bug_report,Notifications arriving late,3
TKT-001115,COMP-0236,02-17-2025,02-22-2025,low,account,Add new team member to account,5
TKT-001116,COMP-0236,11-24-2024,11-26-2024,high,technical,Mobile app crashing on iOS 17,
TKT-001117,COMP-0236,06-28-2024,07-08-2024,low,feature_request,Would like bulk import from Excel,4
TKT-001118,COMP-0236,07-01-2024,07-09-2024,high,onboarding,Training session request for team,
TKT-001119,COMP-0236,07-17-2024,07-23-2024,critical,feature_request,Need better reporting filters,4
TKT-001120,COMP-0236,11-07-2024,11-17-2024,critical,billing,Charges not matching the quoted price,2
TKT-001121,COMP-0236,05-17-2024,05-21-2024,critical,technical,Data export timing out for large datasets,
TKT-001122,COMP-0237,04-20-2025,04-30-2025,low,feature_request,Need better reporting filters,
TKT-001123,COMP-0238,07-05-2024,07-17-2024,medium,billing,Requesting refund for unused period,
TKT-001124,COMP-0238,01-05-2024,,low,account,Remove former employee access,3
TKT-001125,COMP-0238,04-03-2025,04-15-2025,medium,technical,Application loading slowly for our team,2
TKT-001126,COMP-0239,11-22-2024,11-28-2024,high,onboarding,Migration assistance from competitor tool,1
TKT-001127,COMP-0239,09-13-2024,09-22-2024,high,bug_report,Notifications arriving late,1
TKT-001128,COMP-0239,10-27-2024,10-31-2024,critical,technical,Mobile app crashing on iOS 17,1
TKT-001129,COMP-0239,09-21-2024,10-05-2024,medium,feature_request,Dark mode support requested,1
TKT-001130,COMP-0239,09-29-2024,10-03-2024,critical,feature_request,Custom workflow automation rules,
TKT-001131,COMP-0239,11-15-2024,11-24-2024,high,account,Change primary admin contact,1
TKT-001132,COMP-0239,10-17-2024,10-25-2024,critical,account,Account permissions not working correctly,3
TKT-001133,COMP-0239,10-27-2024,11-04-2024,low,bug_report,,1
TKT-001134,COMP-0239,10-22-2024,10-31-2024,high,technical,SSO login failing intermittently,2
TKT-001135,COMP-0239,09-23-2024,09-28-2024,low,onboarding,Template setup assistance needed,2
TKT-001136,COMP-0239,11-15-2024,11-19-2024,low,onboarding,Best practices documentation request,2
TKT-001137,COMP-0240,06-24-2025,06-30-2025,low,account,Account permissions not working correctly,3
TKT-001138,COMP-0240,08-26-2024,09-04-2024,critical,technical,Error 500 when accessing the dashboard,5
TKT-001139,COMP-0240,06-26-2024,07-02-2024,medium,account,Change primary admin contact,4
TKT-001140,COMP-0240,05-16-2024,05-28-2024,medium,technical,Integration with Slack is not syncing,5
TKT-001141,COMP-0240,05-10-2025,05-20-2025,low,account,Need to merge duplicate accounts,
TKT-001142,COMP-0240,03-24-2025,04-04-2025,medium,feature_request,,
TKT-001143,COMP-0241,04-05-2024,,critical,account,Account permissions not working correctly,4
TKT-001144,COMP-0241,05-11-2025,05-21-2025,critical,account,Account permissions not working correctly,4
TKT-001145,COMP-0241,02-20-2025,02-24-2025,low,feature_request,,3
TKT-001146,COMP-0241,04-24-2025,04-28-2025,medium,onboarding,Need help setting up first project,3
TKT-001147,COMP-0241,11-01-2024,11-05-2024,medium,account,,4
TKT-001148,COMP-0241,08-28-2024,09-02-2024,medium,account,Change primary admin contact,
TKT-001149,COMP-0242,08-29-2024,09-02-2024,high,bug_report,Notifications arriving late,
TKT-001150,COMP-0242,09-04-2024,09-08-2024,low,account,Need to merge duplicate accounts,4
TKT-001151,COMP-0242,06-02-2025,06-15-2025,low,account,Change primary admin contact,
TKT-001152,COMP-0242,09-18-2024,09-22-2024,low,bug_report,Drag and drop not working in Chrome,5
TKT-001153,COMP-0242,03-07-2024,03-21-2024,low,bug_report,Drag and drop not working in Chrome,
TKT-001154,COMP-0242,03-14-2025,03-27-2025,medium,technical,Application loading slowly for our team,4
TKT-001155,COMP-0242,06-17-2025,06-18-2025,medium,account,Remove former employee access,1
TKT-001156,COMP-0242,02-25-2024,,low,feature_request,Need better reporting filters,3
TKT-001157,COMP-0242,09-24-2024,09-30-2024,critical,billing,,3
TKT-001158,COMP-0243,06-28-2025,06-30-2025,medium,account,Add new team member to account,4
TKT-001159,COMP-0243,04-15-2025,04-18-2025,critical,bug_report,Notifications arriving late,4
TKT-001160,COMP-0243,02-23-2025,,LOW,onboarding,Training session request for team,
TKT-001161,COMP-0243,03-08-2025,03-22-2025,low,billing,Cannot download invoice PDF,4
TKT-001162,COMP-0243,12-17-2024,12-20-2024,critical,account,Account permissions not working correctly,4
TKT-001163,COMP-0243,09-20-2024,09-27-2024,low,feature_request,Need better reporting filters,5
TKT-001164,COMP-0244,04-27-2025,,medium,feature_request,Need better reporting filters,4
TKT-001165,COMP-0244,12-12-2024,12-17-2024,medium,feature_request,Would like bulk import from Excel,
TKT-001166,COMP-0244,07-02-2024,07-12-2024,medium,billing,,4
TKT-001167,COMP-0244,07-29-2024,08-11-2024,low,onboarding,Best practices documentation request,2
TKT-001168,COMP-0244,05-26-2024,06-05-2024,medium,billing,Requesting refund for unused period,4
TKT-001169,COMP-0244,07-02-2024,07-11-2024,medium,onboarding,Best practices documentation request,2
TKT-001170,COMP-0244,05-24-2024,06-02-2024,medium,account,Need to merge duplicate accounts,1
TKT-001171,COMP-0245,06-10-2025,06-22-2025,medium,onboarding,Template setup assistance needed,5
TKT-001172,COMP-0245,01-06-2025,01-08-2025,critical,billing,Need to update payment method on file,
TKT-001173,COMP-0245,02-09-2025,02-11-2025,low,bug_report,Attachment upload fails over 10 MB,4
TKT-001174,COMP-0245,04-16-2025,04-25-2025,medium,technical,API rate limit being hit unexpectedly,4
TKT-001175,COMP-0245,03-21-2025,04-01-2025,medium,billing,Need to update payment method on file,
TKT-001176,COMP-0245,01-17-2025,01-22-2025,high,feature_request,Would like bulk import from Excel,3
TKT-001177,COMP-0245,04-12-2025,04-19-2025,low,technical,Data export timing out for large datasets,4
TKT-001178,COMP-0245,02-06-2025,02-18-2025,high,technical,SSO login failing intermittently,4
TKT-001179,COMP-0246,06-21-2025,06-30-2025,critical,bug_report,,4
TKT-001180,COMP-0246,11-18-2024,11-24-2024,high,billing,,4
TKT-001181,COMP-0246,03-22-2024,03-27-2024,medium,feature_request,Requesting custom field types,3
TKT-001182,COMP-0246,04-25-2025,05-08-2025,high,billing,Invoice discrepancy for last month,3
TKT-001183,COMP-0246,10-15-2024,10-23-2024,critical,account,Add new team member to account,5
TKT-001184,COMP-0246,06-21-2024,06-22-2024,medium,technical,Webhook deliveries failing,
TKT-001185,COMP-0247,05-05-2025,05-14-2025,critical,bug_report,Formatting lost when pasting from Word,
TKT-001186,COMP-0247,05-18-2025,06-01-2025,high,feature_request,Requesting custom field types,4
TKT-001187,COMP-0247,02-05-2025,02-06-2025,high,onboarding,Training session request for team,
TKT-001188,COMP-0247,05-31-2025,06-08-2025,critical,technical,SSO login failing intermittently,3
TKT-001189,COMP-0247,05-16-2025,05-25-2025,medium,technical,Webhook deliveries failing,
TKT-001190,COMP-0248,03-01-2025,03-12-2025,high,bug_report,Notifications arriving late,4
TKT-001191,COMP-0248,01-02-2025,01-03-2025,low,feature_request,Need Gantt chart view for projects,5
TKT-001192,COMP-0248,04-08-2025,,low,billing,Tax exemption certificate submission,3
TKT-001193,COMP-0248,02-23-2024,03-05-2024,low,bug_report,Formatting lost when pasting from Word,3
TKT-001194,COMP-0248,11-24-2024,,low,bug_report,Notifications arriving late,4
TKT-001195,COMP-0248,12-20-2024,12-25-2024,high,onboarding,Training session request for team,3
TKT-001196,COMP-0248,12-01-2024,12-03-2024,low,technical,API rate limit being hit unexpectedly,4
TKT-001197,COMP-0248,01-04-2025,01-17-2025,medium,technical,Application loading slowly for our team,4
TKT-001198,COMP-0248,06-17-2025,,medium,billing,Billing cycle change request,5
TKT-001199,COMP-0249,02-02-2025,02-12-2025,high,billing,Cannot download invoice PDF,1
TKT-001200,COMP-0249,01-13-2025,01-20-2025,high,billing,Need to update payment method on file,4
TKT-001201,COMP-0249,02-21-2025,02-28-2025,high,bug_report,Drag and drop not working in Chrome,2
TKT-001202,COMP-0249,01-12-2025,01-19-2025,critical,technical,Application loading slowly for our team,1
TKT-001203,COMP-0249,01-17-2025,01-25-2025,medium,technical,Data export timing out for large datasets,2
TKT-001204,COMP-0249,01-16-2025,01-21-2025,high,account,Add new team member to account,3
TKT-001205,COMP-0249,03-01-2025,,critical,bug_report,Drag and drop not working in Chrome,
TKT-001206,COMP-0250,07-12-2024,07-25-2024,critical,technical,Data export timing out for large datasets,4
TKT-001207,COMP-0250,11-14-2024,11-21-2024,low,bug_report,Attachment upload fails over 10 MB,1
TKT-001208,COMP-0250,01-11-2024,01-19-2024,high,account,Remove former employee access,1
TKT-001209,COMP-0250,10-11-2024,10-20-2024,high,onboarding,Training session request for team,2
TKT-001210,COMP-0250,01-04-2025,,critical,feature_request,Custom workflow automation rules,2
TKT-001211,COMP-0250,02-17-2025,02-19-2025,high,technical,Error 500 when accessing the dashboard,3
TKT-001212,COMP-0250,02-16-2025,02-17-2025,high,account,Remove former employee access,4
TKT-001213,COMP-0250,03-07-2024,03-09-2024,medium,feature_request,Custom workflow automation rules,
TKT-001214,COMP-0250,06-23-2024,07-03-2024,medium,account,Remove former employee access,5
TKT-001215,COMP-0251,04-09-2025,04-16-2025,MEDIUM,billing,Need to update payment method on file,5
TKT-001216,COMP-0251,12-10-2024,12-18-2024,low,technical,Mobile app crashing on iOS 17,1
TKT-001217,COMP-0251,03-27-2025,04-09-2025,medium,feature_request,Custom workflow automation rules,
TKT-001218,COMP-0251,12-13-2024,12-20-2024,medium,feature_request,,3
